Condition	Sex	Age	Location	Measure	Unit	Forecast Scenario	Year	Value	Lower	Upper	Data Suite	DA
Interpersonal violence	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	1681.76192233254	1490.8271896856	1900.62629342874	GBD	Other
Exposure to forces of nature	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	6.52745382659232	4.31851557729268	9.79521376295446	GBD	Other
Pulmonary Arterial Hypertension	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	6.63348344841235	5.18882850093624	8.42583662865783	GBD	Cardiovascular
Eye cancer	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	12.2098471463032	9.28593959336653	15.6936467282526	GBD	Other Onco Hem
Soft tissue and other extraosseous sarcomas	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	23.6110618355265	19.2335934408557	28.1185021509013	GBD	Other Onco Hem
Malignant neoplasm of bone and articular cartilage	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	12.8369875996987	10.8609893358849	14.9246248505746	GBD	Other Onco Hem
Neuroblastoma and other peripheral nervous cell tumors	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	0.312494751281771	0.184822621897325	0.505673747411865	GBD	Other Onco Hem
COVID-19	Both	All Ages	France	Prevalence	Rate (per 100,000)	Reference	2035	0	0	0	GBD	Infectious Diseases
Tuberculosis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	7109.69767244805	6182.77207250127	8162.03748095555	GBD	Infectious Diseases
HIV/AIDS	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	150.33823827418	109.885799141863	198.247610934668	GBD	Infectious Diseases
Diarrheal diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	451.451309096568	350.472548692915	549.734033386537	GBD	Other
Lower respiratory infections	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	25.1120243432561	22.4811432611287	27.9047038117563	GBD	Infectious Diseases
Upper respiratory infections	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2276.93065244623	2051.70394286569	2538.31438830239	GBD	Infectious Diseases
Otitis media	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	451.88654075008	335.775190931297	608.547406486511	GBD	Other
Meningitis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	1.74218119359889	1.24744763642297	2.43908800534584	GBD	Infectious Diseases
Encephalitis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	11.7292257383004	8.10695981530769	15.4525034408207	GBD	Other
Diphtheria	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2.44470773487828E-07	0	1.31316157836013E-06	GBD	Infectious Diseases
Whooping cough	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2.72761576870142	1.46110353644554	5.06316244013961	GBD	Infectious Diseases
Tetanus	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	0.0001136375190226	2.28873063690319E-05	0.0002885011103397	GBD	Infectious Diseases
Measles	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	0.0108737002883797	0.0096205273815689	0.0122225399520142	GBD	Infectious Diseases
Varicella and herpes zoster	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	85.7969255396674	63.6303881303786	111.631637976129	GBD	Infectious Diseases
Chagas disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	1.10528918148911	0.951305729497008	1.27420556259775	GBD	Infectious Diseases
Cystic echinococcosis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	0.183653990806568	0.11967626823031	0.269044327446534	GBD	Infectious Diseases
Rabies	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	1.5182440494799E-06	1.16689862464228E-06	1.98364045929004E-06	GBD	Infectious Diseases
Other neglected tropical diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	187.089112508483	137.337882091853	282.873414062087	GBD	Infectious Diseases
Maternal disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	39.4369257200112	19.3113716100628	74.1008662926132	GBD	Other
Neonatal disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	1979.06016260421	1631.52181610597	2570.16318251372	GBD	Other
Protein-energy malnutrition	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	1578.6693664362	1029.67179282426	1971.15646427963	GBD	Other
Iodine deficiency	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	809.980515558581	641.722073465149	1007.16729392715	GBD	Other
Vitamin A deficiency	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	116.784602130195	101.31865285794	132.696732880156	GBD	Other
Dietary iron deficiency	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	3432.38215812489	2618.04733446837	5093.99202510541	GBD	Other
Sexually transmitted infections excluding HIV	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	14761.3366829157	12442.0732841846	17232.4905457071	GBD	Infectious Diseases
Acute hepatitis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	77.338638649243	72.4976094754817	82.6955705090086	GBD	Metabolism
Other unspecified infectious diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	209.591611070312	150.942200125057	333.284370495893	GBD	Infectious Diseases
Esophageal cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	24.497970078474	22.0046151694986	27.1540734639124	GBD	Oncology
Stomach cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	41.7113223852125	36.2447687269394	47.4450370495162	GBD	Oncology
Liver cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	22.7428027647892	19.9795640724525	25.7224062301986	GBD	Oncology
Larynx cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	27.8056589632927	24.507347394303	30.9983768922376	GBD	Oncology
Tracheal, bronchus, and lung cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	130.53176224459	115.726871686904	146.713066830079	GBD	Oncology
Breast cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	998.442876134034	917.449565353036	1065.40003865953	GBD	Oncology
Cervical cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	34.8033130760544	30.2249721671059	39.2489395552427	GBD	Oncology
Uterine cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	120.752442860876	104.080641024732	139.11954392366	GBD	Oncology
Prostate cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	957.359203112683	808.424792064782	1109.81310656141	GBD	Oncology
Colon and rectum cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	527.509860409802	452.417763743264	605.856714755632	GBD	Oncology
Lip and oral cavity cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	45.5320323207275	39.8463929101404	51.4267610437392	GBD	Oncology
Nasopharynx cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2.40810521000551	1.82442588172	3.09660016362521	GBD	Oncology
Other pharynx cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	15.230436151135	13.0447899271156	17.6180497806003	GBD	Oncology
Gallbladder and biliary tract cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	13.4695604124386	11.6378615037132	15.0454814300863	GBD	Oncology
Pancreatic cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	35.688045598435	31.0728066008756	40.1237057570966	GBD	Oncology
Malignant skin melanoma	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	218.489531766338	195.31600416419	241.145146637038	GBD	Oncology
Non-melanoma skin cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	28.5959154654207	23.502799710598	34.9417181168165	GBD	Other Onco Hem
Ovarian cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	37.0563607810347	32.4804243986734	41.7161474823906	GBD	Oncology
Testicular cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	42.9123961982002	36.4765921046474	49.8267106639889	GBD	Oncology
Kidney cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	113.300181812294	99.0569310741932	129.91271315053	GBD	Oncology
Bladder cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	148.247730781316	134.516217222982	162.763599842413	GBD	Oncology
Brain and central nervous system cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	20.8632034885565	19.0572790501036	22.5259191596624	GBD	Oncology
Thyroid cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	46.5864058937132	38.1107159493885	56.0156464304855	GBD	Oncology
Mesothelioma	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	5.71811003924909	5.08310591361606	6.32877519878425	GBD	Oncology
Hodgkin lymphoma	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	17.6022135686967	14.7006071418474	21.0391011142843	GBD	Oncology
Non-Hodgkin lymphoma	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	165.807905580301	140.619043817243	193.763581119199	GBD	Oncology
Multiple myeloma	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	43.5667997167506	37.4569828753144	50.4559290982357	GBD	Oncology
Leukemia	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	103.701991418579	91.2906833977462	114.78768745786	GBD	Oncology
Other malignant neoplasms	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	76.8453956873226	65.134525080253	89.4864557906856	GBD	Other Onco Hem
Other neoplasms	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	1220.93754107054	985.044943802849	1480.12362709073	GBD	Other Onco Hem
Rheumatic heart disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	95.26434592931	77.1730296655651	117.284653086661	GBD	Cardiovascular
Ischemic heart disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	4163.1217114603	3688.39697844249	4700.76856897599	GBD	Cardiovascular
Stroke	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2546.74163662641	2463.26940989603	2632.83540789005	GBD	Cardiovascular
Hypertensive heart disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	381.533455358261	269.53316684481	531.253416270542	GBD	Cardiovascular
Non-rheumatic valvular heart disease	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	1780.74726274932	1534.9681225255	2013.94603109192	GBD	Cardiovascular
Cardiomyopathy and myocarditis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	136.83706657589	107.924438669134	169.094430345528	GBD	Cardiovascular
Other cardiovascular and circulatory diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	3844.90192654074	3003.58495549007	4976.1575977568	GBD	Cardiovascular
Atrial fibrillation and flutter	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2998.37136881956	2624.89768234215	3328.02514510947	GBD	Cardiovascular
Chronic obstructive pulmonary disease	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	6461.87086787904	5678.49192500799	7329.13466088325	GBD	Immunology
Pneumoconiosis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	3.48554640848093	2.77224309344632	4.26801393828827	GBD	Other
Peripheral artery disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	5002.66397818821	4260.23854810699	5829.68470132327	GBD	Cardiovascular
Endocarditis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	14.5284360274851	11.5288364690935	18.0443306494233	GBD	Cardiovascular
Asthma	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	2944.97923486855	2478.41634017232	3459.19302035132	GBD	Immunology
Non-rheumatic valvular heart disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2218.48507061069	1958.23216534197	2512.07212472312	GBD	Cardiovascular
Interstitial lung disease and pulmonary sarcoidosis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	175.221315785906	157.657087059541	193.673529824309	GBD	Immunology
Other cardiovascular and circulatory diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	3235.51006926462	2328.39400547897	4280.5745964094	GBD	Cardiovascular
Cirrhosis and other chronic liver diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	20185.7869045931	18302.6096618219	22164.3486364368	GBD	Immunology
Chronic obstructive pulmonary disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	6745.59647094198	6006.79289047081	7548.49660158349	GBD	Immunology
Pneumoconiosis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	4.68721789917665	3.67295670682513	6.03955452918399	GBD	Other
Appendicitis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	5.81247041989437	4.20549535153423	7.93954607839791	GBD	Other
Asthma	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2551.65475361071	2139.66597122669	3014.27273405652	GBD	Immunology
Paralytic ileus and intestinal obstruction	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	13.3543105774828	12.3282428257749	14.4009430918128	GBD	Other
Inguinal, femoral, and abdominal hernia	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	114.6317490381	97.7772486676994	132.524088788428	GBD	Other
Interstitial lung disease and pulmonary sarcoidosis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	102.558043675066	91.8932052831421	115.015556952712	GBD	Immunology
Cirrhosis and other chronic liver diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	14846.6117443531	13412.3129603081	16306.654678335	GBD	Immunology
Appendicitis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	5.40602887224064	4.03159210187314	7.26538741695741	GBD	Other
Inflammatory bowel disease	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	139.393071596433	117.99960988232	166.31825379499	GBD	Immunology
Paralytic ileus and intestinal obstruction	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	13.246186264864	12.3233569648884	14.2377719002778	GBD	Other
Inguinal, femoral, and abdominal hernia	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	177.316108192347	142.95964189225	216.718158694319	GBD	Other
Vascular intestinal disorders	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	15.8902039819362	14.7730194349065	17.0510339729095	GBD	Other
Gallbladder and biliary diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	7526.52117446555	6667.52381091083	8280.76752211417	GBD	Other
Inflammatory bowel disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	298.706173859842	252.23877539713	358.334857370255	GBD	Immunology
Vascular intestinal disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	11.7496851152041	10.7854702957037	12.684167467539	GBD	Other
Gallbladder and biliary diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	5763.82976223749	4738.77890802597	6825.64694157048	GBD	Other
Pancreatitis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	51.0509961868919	39.3277938762164	64.4485707894745	GBD	Metabolism
Pancreatitis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	93.9796596455091	63.0189502384573	136.406049403516	GBD	Metabolism
Alzheimer's disease and other dementias	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	1858.74753774956	1602.74636934304	2133.94940934887	GBD	Neurology
Parkinson's disease	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	519.045114198263	436.03036798766	622.311208227646	GBD	Neurology
Alzheimer's disease and other dementias	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	2814.71192139602	2433.32156214972	3223.61519946708	GBD	Neurology
Parkinson's disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	590.831572092062	551.391591871893	631.708243630099	GBD	Neurology
Idiopathic epilepsy	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	295.581215974919	94.4870572598758	484.676514102416	GBD	Neurology
Multiple sclerosis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	100.851267063056	90.4944968772216	110.412031706366	GBD	Neurology
Idiopathic epilepsy	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	713.20702091196	222.586559262589	1089.29301647114	GBD	Neurology
Multiple sclerosis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	121.627751132544	106.809254388	143.318332694847	GBD	Neurology
Motor neuron disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2035	15.1886685707626	13.0136269897997	17.7867796303242	GBD	Neurology
Motor neuron disease	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	14.1263750046563	12.0863737675397	16.7044771330653	GBD	Neurology
Other neurological disorders	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2035	1.11006505116444	0.720623238369506	1.55340449291154	GBD	Neurology
